Query_Edge_ID,Query_Piece_ID,Query_Edge_Index,Match_Edge_ID,Match_Piece_ID,Match_Edge_Index,Procrustes_Distance,Rank
1_piece2_e0,1_piece2,0,71_piece21_e3,71_piece21,3,0.027429930865764618,1
1_piece2_e0,1_piece2,0,9_piece10_e1,9_piece10,1,0.029159462079405785,2
1_piece2_e0,1_piece2,0,104_piece2_e1,104_piece2,1,0.030978161841630936,3
1_piece2_e0,1_piece2,0,27_piece4_e3,27_piece4,3,0.03480375558137894,4
1_piece2_e0,1_piece2,0,42_piece14_e2,42_piece14,2,0.03623032569885254,5
1_piece2_e1,1_piece2,1,37_piece8_e0,37_piece8,0,0.024321697652339935,1
1_piece2_e1,1_piece2,1,81_piece1_e2,81_piece1,2,0.03558404743671417,2
1_piece2_e1,1_piece2,1,78_piece20_e3,78_piece20,3,0.04320033639669418,3
1_piece2_e1,1_piece2,1,24_piece20_e3,24_piece20,3,0.04901804402470589,4
1_piece2_e1,1_piece2,1,70_piece4_e0,70_piece4,0,0.05112571641802788,5
1_piece2_e2,1_piece2,2,6_piece75_e0,6_piece75,0,0.015134280547499657,1
1_piece2_e2,1_piece2,2,76_piece6_e2,76_piece6,2,0.016037486493587494,2
1_piece2_e2,1_piece2,2,63_piece6_e3,63_piece6,3,0.017900623381137848,3
1_piece2_e2,1_piece2,2,39_piece30_e2,39_piece30,2,0.01976844295859337,4
1_piece2_e2,1_piece2,2,48_piece37_e2,48_piece37,2,0.021897977218031883,5
1_piece2_e3,1_piece2,3,12_piece7_e0,12_piece7,0,0.04611416906118393,1
1_piece2_e3,1_piece2,3,15_piece6_e3,15_piece6,3,0.04744698479771614,2
1_piece2_e3,1_piece2,3,44_piece84_e2,44_piece84,2,0.048612698912620544,3
1_piece2_e3,1_piece2,3,61_piece5_e2,61_piece5,2,0.04982014000415802,4
1_piece2_e3,1_piece2,3,104_piece7_e0,104_piece7,0,0.052206698805093765,5
1_piece3_e0,1_piece3,0,75_piece15_e0,75_piece15,0,0.012608233839273453,1
1_piece3_e0,1_piece3,0,44_piece46_e3,44_piece46,3,0.014981064945459366,2
1_piece3_e0,1_piece3,0,2_piece5_e3,2_piece5,3,0.02213326282799244,3
1_piece3_e0,1_piece3,0,6_piece123_e3,6_piece123,3,0.025464432314038277,4
1_piece3_e0,1_piece3,0,38_piece3_e1,38_piece3,1,0.02551000379025936,5
1_piece3_e1,1_piece3,1,6_piece172_e3,6_piece172,3,0.010353006422519684,1
1_piece3_e1,1_piece3,1,90_piece11_e1,90_piece11,1,0.017633240669965744,2
1_piece3_e1,1_piece3,1,79_piece3_e2,79_piece3,2,0.019543854519724846,3
1_piece3_e1,1_piece3,1,60_piece1_e1,60_piece1,1,0.02190382033586502,4
1_piece3_e1,1_piece3,1,84_piece57_e2,84_piece57,2,0.022443991154432297,5
1_piece3_e2,1_piece3,2,87_piece16_e0,87_piece16,0,0.03232172131538391,1
1_piece3_e2,1_piece3,2,70_piece19_e1,70_piece19,1,0.03741397708654404,2
1_piece3_e2,1_piece3,2,104_piece11_e1,104_piece11,1,0.03889502212405205,3
1_piece3_e2,1_piece3,2,37_piece8_e3,37_piece8,3,0.04556618630886078,4
1_piece3_e2,1_piece3,2,44_piece83_e0,44_piece83,0,0.05070812255144119,5
1_piece3_e3,1_piece3,3,33_piece23_e1,33_piece23,1,0.013112330809235573,1
1_piece3_e3,1_piece3,3,79_piece2_e0,79_piece2,0,0.013412004336714745,2
1_piece3_e3,1_piece3,3,44_piece46_e1,44_piece46,1,0.013498671352863312,3
1_piece3_e3,1_piece3,3,50_piece26_e1,50_piece26,1,0.013890299946069717,4
1_piece3_e3,1_piece3,3,48_piece24_e1,48_piece24,1,0.014061620458960533,5
1_piece5_e0,1_piece5,0,37_piece101_e1,37_piece101,1,0.005409430246800184,1
1_piece5_e0,1_piece5,0,57_piece6_e1,57_piece6,1,0.005860866978764534,2
1_piece5_e0,1_piece5,0,29_piece32_e2,29_piece32,2,0.007912646047770977,3
1_piece5_e0,1_piece5,0,78_piece36_e1,78_piece36,1,0.007991106249392033,4
1_piece5_e0,1_piece5,0,32_piece9_e2,32_piece9,2,0.008102904073894024,5
1_piece5_e1,1_piece5,1,81_piece17_e3,81_piece17,3,0.005652282387018204,1
1_piece5_e1,1_piece5,1,9_piece10_e3,9_piece10,3,0.006027298513799906,2
1_piece5_e1,1_piece5,1,63_piece5_e3,63_piece5,3,0.006961382459849119,3
1_piece5_e1,1_piece5,1,92_piece0_e0,92_piece0,0,0.007891920395195484,4
1_piece5_e1,1_piece5,1,81_piece7_e1,81_piece7,1,0.008275159634649754,5
1_piece5_e2,1_piece5,2,81_piece34_e0,81_piece34,0,0.0031199550721794367,1
1_piece5_e2,1_piece5,2,29_piece34_e0,29_piece34,0,0.003447063500061631,2
1_piece5_e2,1_piece5,2,50_piece19_e0,50_piece19,0,0.0049582128413021564,3
1_piece5_e2,1_piece5,2,6_piece62_e3,6_piece62,3,0.0058389101177453995,4
1_piece5_e2,1_piece5,2,29_piece32_e0,29_piece32,0,0.005896621849387884,5
1_piece5_e3,1_piece5,3,108_piece6_e0,108_piece6,0,0.001226599095389247,1
1_piece5_e3,1_piece5,3,100_piece5_e1,100_piece5,1,0.0017260430613532662,2
1_piece5_e3,1_piece5,3,45_piece16_e3,45_piece16,3,0.0021951482631266117,3
