edge_id,rank,candidate,score,transform,fd_dist,dtw_norm
0_piece0_e0,1,1_piece0_e5,0.03206196851263443,id,0.04100951807662378,0.018640644166650407
0_piece0_e0,2,0_piece0_e4,0.03935643609607947,id,0.04562672240466457,0.02995100663320184
0_piece0_e0,3,0_piece0_e6,0.040171969809394956,id,0.043409784026969364,0.03531524848303333
0_piece0_e0,4,1_piece0_e2,0.04452999883767082,id,0.06119935778977872,0.019525960409508977
0_piece0_e0,5,1_piece0_e14,0.04595790849729052,id,0.06027137666993864,0.024487706238318353
0_piece0_e1,1,1_piece0_e2,0.021886277244131266,id,0.026117206616726375,0.015539883185238601
0_piece0_e1,2,1_piece1_e2,0.026878661023981693,id,0.02381369560138101,0.031476109157882716
0_piece0_e1,3,100_piece0_e4,0.03174003716118319,id,0.02707757819396048,0.038733725612017246
0_piece0_e1,4,1_piece0_e5,0.03236005676058258,id,0.030372767191175654,0.03534099111469297
0_piece0_e1,5,1_piece0_e1,0.03379477227708079,id,0.03141811828679707,0.03735975326250637
0_piece0_e2,1,1_piece3_e0,0.037330259203399406,id,0.037585073582114596,0.03694803763532662
0_piece0_e2,2,1_piece3_e1,0.050987653272938575,id,0.06488911557458554,0.030135459820468134
0_piece0_e2,3,1_piece0_e13,0.051904708518114226,id,0.06365220915030884,0.03428345756982231
0_piece0_e2,4,10_piece0_e0,0.05242068995326858,id,0.06372947010326245,0.03545751972827778
0_piece0_e2,5,1_piece0_e1,0.05259782978811233,id,0.07126931634957084,0.02459059994592456
0_piece0_e3,1,1_piece0_e11,0.04023230573635705,id,0.03943306365803527,0.04143116885383971
0_piece0_e3,2,0_piece0_e7,0.06385566626168811,id,0.0874996689692789,0.028389662200301913
0_piece0_e3,3,100_piece0_e2,0.06662268891252729,id,0.07144336193094206,0.05939167938490515
0_piece0_e3,4,0_piece0_e12,0.08083211525933157,id,0.0996506398052864,0.052604328440399306
0_piece0_e3,5,100_piece0_e4,0.08439223920511314,id,0.10613001948184157,0.0517855687900205
0_piece0_e4,1,0_piece0_e0,0.03935643609607947,id,0.04562672240466457,0.02995100663320184
0_piece0_e4,2,0_piece0_e6,0.04119304948710846,id,0.03544012159552556,0.04982244132448282
0_piece0_e4,3,1_piece0_e12,0.043256256085528,id,0.047705632228399145,0.036582191871221297
0_piece0_e4,4,1_piece4_e0,0.05001424420828531,id,0.0655292708795013,0.026741704201461335
0_piece0_e4,5,1_piece0_e5,0.052273037217661335,id,0.05581594566572709,0.0469586745455627
0_piece0_e5,1,1_piece0_e13,0.030032334642793243,id,0.025061251889091953,0.037488958773345175
0_piece0_e5,2,0_piece0_e6,0.0333202914655748,id,0.03333820414539481,0.033293422445844795
0_piece0_e5,3,10_piece0_e2,0.033524153632398274,id,0.021611901876392715,0.05139253126640662
0_piece0_e5,4,1_piece0_e0,0.03382228496176506,id,0.02158854023919265,0.052172902045623665
0_piece0_e5,5,0_piece0_e13,0.03393036059350758,id,0.0215020520145901,0.05257282346188381
0_piece0_e6,1,10_piece0_e0,0.03056358357931275,id,0.040290306042954686,0.015973499883849846
0_piece0_e6,2,1_piece0_e4,0.03127910165221248,id,0.04012367363979106,0.018012243670844606
0_piece0_e6,3,1_piece0_e0,0.03177280375237876,id,0.04014043525536735,0.019221356497895872
0_piece0_e6,4,10_piece0_e3,0.03200164967312908,id,0.040289519977097364,0.019569844217176648
0_piece0_e6,5,0_piece0_e14,0.03202319578305065,id,0.040291084955047,0.01962136202505613
0_piece0_e7,1,1_piece0_e2,0.036827704365882376,id,0.03424443398320704,0.04070260993989538
0_piece0_e7,2,0_piece0_e1,0.03731024756662986,id,0.03522360085004009,0.040440217641514516
0_piece0_e7,3,100_piece0_e4,0.0420414859591674,id,0.03553074788510441,0.05180759307026189
0_piece0_e7,4,1_piece0_e6,0.04331426895256863,id,0.03357136029847352,0.057928631933711304
0_piece0_e7,5,1_piece1_e2,0.04891661426607864,id,0.051862312838536165,0.04449806640739236
0_piece0_e8,1,1_piece0_e3,0.08395835731820867,id,0.11613185112220097,0.03569811661222021
0_piece0_e8,2,1_piece0_e10,0.08971342320572147,id,0.1086227558856449,0.06134942418583629
0_piece0_e8,3,100_piece0_e3,0.09383358561079586,id,0.12164096139667459,0.052122521931977785
0_piece0_e8,4,1_piece0_e12,0.09428981863015949,id,0.12542500846724125,0.047587033874536874
0_piece0_e8,5,100_piece0_e1,0.09840207407135056,id,0.12198071470960939,0.0630341131139623
0_piece0_e9,1,100_piece0_e7,0.1965561139938368,id,0.28321314611337595,0.06657056581452811
0_piece0_e9,2,1_piece1_e0,0.19778173831797427,id,0.2851333440204959,0.06675432976419181
0_piece0_e9,3,100_piece0_e6,0.21362336023996162,id,0.30887210615358063,0.0707502413695331
0_piece0_e9,4,0_piece0_e11,0.22938555980952025,id,0.34760610030711164,0.05205474906313317
0_piece0_e9,5,1_piece0_e7,0.23678414703969988,id,0.35302901513265733,0.062416844900263724
0_piece0_e10,1,1_piece1_e1,0.061981304598892575,id,0.057620171455609444,0.06852300431381728
0_piece0_e10,2,100_piece0_e3,0.06690791379425118,id,0.07468563466453608,0.0552413324888238
0_piece0_e10,3,1_piece0_e3,0.06713761243365679,id,0.06656480777186338,0.06799681942634689
0_piece0_e10,4,100_piece0_e5,0.06739985277539864,id,0.07180206646097935,0.06079653224702757
0_piece0_e10,5,1_piece0_e9,0.08302249991614916,id,0.09858394891508995,0.059680326417737975
0_piece0_e11,1,1_piece0_e7,0.11624379502813181,id,0.1715875168631668,0.03322821227557932
0_piece0_e11,2,100_piece0_e6,0.14665416413558283,id,0.21097251003500317,0.05017664528645228
0_piece0_e11,3,0_piece0_e9,0.22938555980952025,id,0.34760610030711164,0.05205474906313317
0_piece0_e11,4,1_piece1_e0,0.2779825628079443,id,0.4319840938043843,0.04698026631328441
0_piece0_e11,5,100_piece0_e8,0.28951152618381626,id,0.4429189239338248,0.059400429558803355
0_piece0_e12,1,100_piece0_e5,0.05608651596317876,id,0.06725344761379683,0.039336118487251666
0_piece0_e12,2,1_piece1_e1,0.07260667427442166,ref,0.08979143049119655,0.04682953994925935
0_piece0_e12,3,1_piece0_e11,0.074947722751479,id,0.09104762207053756,0.050797873772891175
0_piece0_e12,4,0_piece0_e3,0.08083211525933157,id,0.0996506398052864,0.052604328440399306
0_piece0_e12,5,1_piece0_e3,0.08589118388451247,id,0.09297620429096921,0.07526365327482737
0_piece0_e13,1,10_piece0_e1,0.0029478453188949475,id,0.0010303531873267452,0.0058240835162472505
0_piece0_e13,2,1_piece0_e0,0.003959567770399916,id,0.001829724766591286,0.007154332276112861
0_piece0_e13,3,1_piece0_e4,0.004200447999126686,id,0.0017959779378300834,0.007807153091071591
