Query_Edge_ID,Query_Piece_ID,Query_Edge_Index,Match_Edge_ID,Match_Piece_ID,Match_Edge_Index,Procrustes_Distance,Rank
1_piece4_e0,1_piece4,0,32_piece2_e2,32_piece2,2,0.01564910262823105,1
1_piece4_e0,1_piece4,0,73_piece10_e2,73_piece10,2,0.019619174301624298,2
1_piece4_e0,1_piece4,0,81_piece21_e3,81_piece21,3,0.019800810143351555,3
1_piece4_e0,1_piece4,0,87_piece17_e2,87_piece17,2,0.02066704072058201,4
1_piece4_e0,1_piece4,0,7_piece5_e1,7_piece5,1,0.020939242094755173,5
1_piece4_e2,1_piece4,2,39_piece4_e3,39_piece4,3,0.012494007125496864,1
1_piece4_e2,1_piece4,2,20_piece144_e3,20_piece144,3,0.01691296696662903,2
1_piece4_e2,1_piece4,2,95_piece9_e0,95_piece9,0,0.01698882132768631,3
1_piece4_e2,1_piece4,2,79_piece20_e2,79_piece20,2,0.01796918921172619,4
1_piece4_e2,1_piece4,2,74_piece11_e3,74_piece11,3,0.019271446391940117,5
1_piece4_e3,1_piece4,3,84_piece76_e2,84_piece76,2,0.0009348325547762215,1
1_piece4_e3,1_piece4,3,86_piece12_e2,86_piece12,2,0.0012889428762719035,2
1_piece4_e3,1_piece4,3,43_piece9_e3,43_piece9,3,0.0013685805024579167,3
1_piece4_e3,1_piece4,3,62_piece21_e0,62_piece21,0,0.0014369800919666886,4
1_piece4_e3,1_piece4,3,39_piece5_e2,39_piece5,2,0.0017054944764822721,5
1_piece5_e0,1_piece5,0,6_piece8_e2,6_piece8,2,0.03339175879955292,1
1_piece5_e0,1_piece5,0,78_piece5_e1,78_piece5,1,0.0359736829996109,2
1_piece5_e0,1_piece5,0,68_piece8_e0,68_piece8,0,0.03872327879071236,3
1_piece5_e0,1_piece5,0,68_piece36_e3,68_piece36,3,0.03905557841062546,4
1_piece5_e0,1_piece5,0,11_piece47_e0,11_piece47,0,0.04665473476052284,5
1_piece5_e1,1_piece5,1,89_piece16_e1,89_piece16,1,0.004332961048930883,1
1_piece5_e1,1_piece5,1,30_piece34_e2,30_piece34,2,0.004348669201135635,2
1_piece5_e1,1_piece5,1,0_piece1_e2,0_piece1,2,0.004526843782514334,3
